,Município,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
0,Abaré,0,0,2,8,0,0,0,0,1,0,0,0
1,Adustina,0,0,0,1,0,0,0,0,0,0,0,0
2,Aiquara,0,0,12,4,0,0,0,0,0,0,0,0
3,Alagoinhas,2,4,6,2,1,2,0,0,0,0,0,0
4,Alcobaça,2,10,2,6,1,1,4,15,7,50,26,3
5,Almadina,3,173,113,57,10,1,0,0,0,0,0,0
6,Amargosa,0,0,15,11,2,0,0,0,0,0,0,0
7,Amélia Rodrigues,8,8,6,6,0,1,1,0,0,0,0,0
8,América Dourada,24,20,110,1,1,2,0,1,0,0,0,0
9,Andaraí,0,8,4,0,1,0,0,0,0,0,0,0
10,Andorinha,0,4,65,24,0,1,1,0,0,0,0,0
11,Anguera,24,39,16,16,0,0,1,0,0,0,0,0
12,Antas,42,234,100,12,0,8,0,0,0,0,0,0
13,Antônio Gonçalves,0,20,84,26,7,4,0,0,0,0,0,0
14,Aporá,0,10,4,22,0,0,0,0,0,0,0,0
15,Apuarema,0,2,0,0,0,1,1,0,0,0,0,0
16,Araci,2,14,2,0,0,0,0,0,0,2,1,0
17,Arataca,0,0,2,0,3,2,0,0,0,0,0,0
18,Aratuípe,2,0,0,0,0,0,0,0,0,0,0,0
19,Aurelino Leal,0,2,0,0,0,0,0,0,0,0,0,0
20,Baianópolis,0,0,0,0,0,1,0,0,0,0,0,0
21,Baixa Grande,0,4,29,15,22,26,43,16,4,2,40,24
22,Banzaê,0,8,58,22,2,2,0,0,0,0,0,0
23,Barra,0,2,2,14,12,0,0,0,0,2,0,1
24,Barra da Estiva,2,4,1,0,0,1,0,0,0,0,0,0
25,Barra do Rocha,0,0,6,0,0,1,0,0,0,0,0,1
26,Barreiras,0,2,24,26,20,1,2,1,0,1,2,0
27,Barro Preto,0,4,14,85,80,78,7,0,5,8,11,5
28,Barrocas,1,2,0,0,0,0,0,0,0,0,0,0
29,Belmonte,0,0,0,0,13,2,2,0,0,0,0,0
30,Boa Nova,0,0,2,0,0,0,0,0,0,0,0,0
31,Boa Vista do Tupim,78,96,103,50,9,0,0,0,0,0,0,0
32,Bom Jesus da Lapa,1,2,11,4,2,0,0,0,0,0,0,0
33,Bom Jesus da Serra,2,0,2,2,0,0,0,0,0,0,0,0
34,Boninal,2,2,0,2,0,0,0,0,0,0,0,0
35,Bonito,2,10,0,0,0,0,0,0,0,0,0,0
36,Boquira,0,0,2,2,0,0,0,0,0,0,0,0
37,Botuporã,0,4,4,2,6,1,0,0,0,0,0,0
38,Brejões,1,0,0,0,0,0,0,0,0,0,0,0
39,Brotas de Macaúbas,0,0,0,30,6,3,3,0,0,0,0,0
40,Brumado,0,8,13,0,2,0,0,0,2,1,1,2
41,Buerarema,26,318,465,88,25,24,1,1,0,14,2,0
42,Buritirama,0,0,0,0,2,0,0,0,0,0,0,0
43,Caatiba,0,2,0,4,4,1,0,0,0,0,0,0
44,Cabaceiras do Paraguaçu,0,2,0,0,0,0,0,0,0,0,0,0
45,Cachoeira,2,0,0,0,0,1,0,0,0,0,0,0
46,Caculé,1,4,43,0,1,0,0,0,0,0,0,0
47,Caém,0,4,0,0,0,0,0,0,0,0,0,0
48,Caetanos,0,0,0,0,0,0,0,1,0,0,0,0
49,Caetité,0,0,4,4,5,2,3,0,0,0,0,0
50,Cafarnaum,0,0,2,0,2,0,0,0,0,0,0,0
51,Cairu,0,2,6,2,0,0,0,0,0,0,0,0
52,Caldeirão Grande,0,0,12,14,22,0,0,0,0,0,0,0
53,Camacan,0,270,520,246,23,10,0,0,0,0,0,0
54,Camaçari,4,26,20,6,1,0,0,1,0,3,1,1
55,Camamu,2,40,120,2,0,0,0,0,0,0,0,0
56,Campo Formoso,103,315,413,68,8,4,5,0,3,12,0,0
57,Canarana,0,0,0,0,3,1,0,0,0,0,0,0
58,Canavieiras,2,10,92,60,17,12,3,0,0,0,0,0
59,Candeal,0,0,16,2,0,0,0,0,0,0,0,0
60,Candeias,4,16,26,2,1,2,2,3,2,3,3,2
61,Cândido Sales,1,0,28,12,0,0,0,0,0,0,0,27
62,Cansanção,71,486,917,570,184,83,46,18,3,4,0,0
63,Canudos,0,82,258,86,0,0,3,2,0,0,0,0
64,Capela do Alto Alegre,0,0,16,2,2,0,0,1,1,0,0,0
65,Capim Grosso,4,142,210,78,13,2,1,0,0,0,0,0
66,Caravelas,0,8,4,18,8,4,1,0,0,0,54,10
67,Cardeal da Silva,0,170,190,0,0,0,0,0,0,0,0,0
68,Carinhanha,0,6,22,2,0,0,0,0,0,0,0,0
69,Casa Nova,4,2,30,26,6,2,3,1,0,0,0,0
70,Castro Alves,36,136,91,28,2,0,0,0,1,0,0,0
71,Catu,0,2,6,2,1,1,0,0,0,0,1,0
72,Caturama,2,2,0,0,0,0,0,0,0,0,0,0
73,Central,0,4,0,2,0,0,1,0,0,0,0,0
74,Chorrochó,0,0,2,0,1,0,0,0,0,0,0,0
75,Cícero Dantas,24,340,68,18,6,0,0,0,0,0,1,0
76,Cipó,2,0,0,0,0,0,0,0,0,0,0,0
77,Coaraci,18,28,324,15,5,6,2,0,0,0,4,0
78,Conceição da Feira,0,0,0,1,0,0,0,3,0,0,0,0
79,Conceição do Almeida,0,4,28,4,2,0,0,0,0,0,0,0
80,Conceição do Coité,582,544,320,54,4,2,0,1,28,0,10,1
81,Conceição do Jacuípe,2,2,4,8,0,0,0,0,0,0,0,1
82,Conde,2,6,4,0,0,1,0,0,0,1,3,1
83,Condeúba,0,0,0,4,6,0,0,0,0,0,0,0
84,Coração de Maria,0,0,0,0,0,0,1,0,0,0,0,0
85,Cordeiros,0,0,2,0,0,0,0,0,0,0,0,0
86,Coronel João Sá,182,157,141,24,0,1,0,0,0,0,0,0
87,Cravolândia,0,2,4,0,1,0,0,0,0,0,0,0
88,Cristópolis,0,0,0,0,0,1,0,0,0,0,0,0
89,Cruz das Almas,0,0,0,0,0,1,2,0,1,0,0,0
90,Curaçá,0,2,2,2,2,3,1,1,0,0,0,0
91,Dário Meira,0,4,16,4,0,0,0,0,0,0,0,0
92,Dias d'Ávila,0,2,2,0,1,0,0,0,2,1,4,19
93,Encruzilhada,0,2,0,0,0,0,0,0,0,0,0,0
94,Entre Rios,0,0,0,0,0,0,11,1,0,0,0,0
95,Esplanada,0,0,0,1,1,0,0,0,0,0,0,0
96,Euclides da Cunha,368,192,480,39,89,18,9,12,9,2,0,2
97,Eunápolis,0,2,9,18,15,4,5,0,1,3,2,39
98,Fátima,8,10,46,0,0,0,0,0,0,0,0,0
99,Feira de Santana,37,140,154,134,59,28,25,26,33,36,29,21
100,Filadélfia,304,312,298,72,18,1,4,0,0,0,0,0
101,Firmino Alves,0,2,0,10,15,7,1,0,0,0,0,0
102,Floresta Azul,0,41,175,147,235,226,50,11,1,0,0,0
103,Formosa do Rio Preto,0,0,0,0,0,1,0,0,0,0,0,0
104,Gandu,2,12,58,2,5,1,2,1,0,1,0,0
105,Gavião,0,0,1,0,0,0,0,0,0,0,0,0
106,Gentio do Ouro,0,0,2,0,0,0,0,0,0,0,0,0
107,Glória,0,0,11,0,8,9,4,3,1,0,0,1
108,Gongogi,0,0,0,0,4,0,0,0,0,0,0,0
109,Guanambi,56,158,146,13,0,0,1,0,0,0,0,0
110,Guaratinga,0,0,0,1,1,0,0,0,0,0,0,0
111,Heliópolis,0,14,104,56,10,0,0,54,15,0,4,0
112,Iaçu,4,8,42,18,2,0,0,0,0,1,0,0
113,Ibiassucê,0,2,0,0,0,0,0,0,0,0,0,0
114,Ibicaraí,4,29,71,86,64,22,1,2,0,2,0,2
115,Ibicuí,0,0,0,0,1,1,0,0,0,0,0,0
116,Ibipeba,0,0,2,0,0,0,0,0,0,0,0,1
117,Ibipitanga,2,2,0,0,0,0,0,0,0,0,0,0
118,Ibiquera,0,6,8,0,0,0,0,0,0,0,0,0
119,Ibirapitanga,0,4,6,2,2,3,1,0,0,0,1,0
120,Ibirataia,0,0,2,2,1,1,1,0,0,0,0,0
121,Ibitiara,0,0,2,0,0,0,0,0,0,0,0,0
122,Ibotirama,0,0,2,0,2,0,0,0,0,0,0,0
123,Ichu,0,2,0,2,0,0,0,0,0,0,0,0
124,Igaporã,4,16,4,3,0,0,0,0,0,1,0,0
125,Igrapiúna,0,2,14,0,5,0,0,0,0,0,0,0
126,Iguaí,0,0,0,0,0,0,1,0,0,0,0,0
127,Ilhéus,281,1916,3601,2540,419,121,8,5,5,16,8,6
