,Município,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
0,Abaíra,0,0,0,0,0,0,0,1,0,0,0,0
1,Abaré,0,0,0,1,0,0,0,0,0,0,1,0
2,Acajutiba,0,0,0,0,0,1,0,1,0,0,0,1
3,Adustina,5,0,0,0,3,0,0,0,1,0,0,0
4,Água Fria,0,0,0,0,1,0,0,0,0,0,0,0
5,Aiquara,0,4,3,0,1,0,0,0,0,0,0,1
6,Alagoinhas,14,12,10,0,14,10,8,7,2,1,4,10
7,Alcobaça,0,0,0,0,0,0,0,0,0,0,2,1
8,Amargosa,0,1,0,0,1,2,0,0,0,0,0,0
9,Amélia Rodrigues,0,1,0,0,0,0,0,0,0,0,0,0
10,América Dourada,0,5,29,5,2,0,0,0,2,0,0,0
11,Anagé,0,1,0,0,1,0,0,0,0,0,0,0
12,Andaraí,0,0,0,0,0,0,0,1,0,0,1,0
13,Andorinha,0,1,1,1,1,1,0,0,0,0,0,0
14,Angical,3,5,147,219,79,25,6,1,0,0,0,1
15,Antas,0,0,0,0,1,1,0,0,0,0,0,0
16,Antônio Cardoso,0,10,0,0,0,1,1,0,0,1,0,0
17,Antônio Gonçalves,0,0,0,0,1,0,0,0,0,0,0,0
18,Apuarema,1,0,0,2,0,0,0,1,0,0,0,0
19,Aracatu,1,0,1,1,1,0,0,1,0,0,0,0
20,Araci,10,4,6,6,3,5,2,1,6,1,2,7
21,Aurelino Leal,0,0,1,1,2,0,0,1,0,0,0,0
22,Baianópolis,0,2,4,38,12,3,7,1,1,0,0,0
23,Barra,1,0,0,21,27,13,12,12,6,1,1,0
24,Barra da Estiva,1,0,0,3,0,0,0,0,0,0,0,0
25,Barra do Choça,3,1,2,5,1,0,0,0,1,0,0,0
26,Barra do Mendes,8,3,33,132,21,18,4,0,0,0,1,1
27,Barra do Rocha,1,1,1,0,2,0,0,0,0,1,0,1
28,Barreiras,600,1949,2041,1370,507,106,49,6,8,3,1,2
29,Barro Alto,0,0,0,0,0,0,0,0,0,0,16,12
30,Barro Preto,0,0,0,1,1,0,0,1,1,0,0,0
31,Barrocas,0,0,0,0,0,0,0,0,1,2,0,0
32,Belmonte,0,0,0,0,2,0,0,1,0,1,1,0
33,Belo Campo,0,0,0,0,1,0,0,0,0,0,0,1
34,Biritinga,0,0,0,0,0,0,0,0,0,0,1,0
35,Boa Nova,1,1,1,2,0,0,0,0,0,0,0,0
36,Boa Vista do Tupim,0,1,0,0,0,0,0,0,0,0,0,0
37,Bom Jesus da Lapa,5,7,47,143,151,94,62,30,13,5,5,32
38,Bom Jesus da Serra,0,0,1,0,0,0,0,0,0,0,0,0
39,Bonito,1,0,0,1,0,0,1,1,0,0,0,0
40,Boquira,0,0,0,0,13,1,1,1,1,0,0,1
41,Botuporã,0,0,1,2,13,17,13,2,1,2,4,1
42,Brejões,2,1,2,3,8,0,0,0,0,0,0,0
43,Brejolândia,0,0,0,0,0,2,0,1,0,0,0,0
44,Brotas de Macaúbas,0,0,5,21,116,75,96,8,2,0,2,0
45,Brumado,3,8,14,5,4,4,3,3,1,3,4,4
46,Buerarema,1,0,1,5,0,1,2,1,1,0,1,0
47,Buritirama,0,0,0,1,2,4,3,1,0,0,0,0
48,Caatiba,0,0,0,0,1,1,0,0,0,0,0,2
