,Município,<1 Ano,1-4,5-9,10-14,15-19,20-34,35-49,50-64,65-79,80 e+
93,Contendas do Sincorá,0,0,0,0,0,0,0,0,1,0
94,Coração de Maria,1,3,5,5,17,40,21,11,4,0
95,Coribe,0,0,0,1,1,1,5,0,2,0
96,Coronel João Sá,0,1,2,1,2,2,7,1,0,0
97,Correntina,1,2,7,8,8,41,26,7,5,1
98,Crisópolis,1,2,8,13,10,29,18,10,3,0
99,Cristópolis,0,0,1,0,1,4,0,0,0,0
100,Cruz das Almas,1,5,14,6,14,52,37,9,3,0
101,Curaçá,1,1,0,2,3,5,7,4,0,0
102,Dário Meira,0,0,0,0,1,1,1,1,0,0
103,Dias d'Ávila,0,4,0,3,3,7,12,2,1,0
104,Dom Basílio,0,0,1,0,1,1,1,3,0,0
105,Dom Macedo Costa,0,0,0,0,1,0,0,1,0,0
106,Elísio Medrado,0,0,0,0,0,1,0,0,0,0
107,Encruzilhada,1,0,0,0,1,0,0,0,0,0
108,Entre Rios,0,0,0,0,0,1,0,0,0,0
109,Esplanada,1,1,0,0,0,2,0,1,1,0
110,Euclides da Cunha,7,12,15,9,19,24,44,8,8,0
111,Eunápolis,0,1,3,1,7,24,13,5,2,0
112,Fátima,1,3,13,6,5,17,22,11,3,2
113,Feira da Mata,1,1,1,1,2,5,4,1,0,0
114,Feira de Santana,52,137,133,155,173,567,406,221,64,20
115,Filadélfia,2,1,3,4,4,9,7,1,4,0
116,Floresta Azul,0,0,0,0,0,2,3,0,0,0
117,Formosa do Rio Preto,0,0,0,0,1,2,1,0,0,0
118,Gandu,1,1,3,1,2,2,0,1,0,0
119,Glória,0,0,2,0,0,9,4,0,0,1
120,Gongogi,0,0,0,0,1,0,1,0,0,0
121,Governador Mangabeira,0,0,0,0,0,0,3,1,0,0
122,Guajeru,0,0,1,0,0,0,0,0,0,0
123,Guanambi,2,4,10,6,8,16,18,5,1,1
124,Guaratinga,0,0,0,0,1,0,1,0,1,0
125,Heliópolis,0,0,1,0,0,0,1,1,1,0
126,Iaçu,1,0,0,0,2,2,0,0,0,0
127,Ibiassucê,0,0,0,0,0,1,1,0,0,0
128,Ibicaraí,1,2,1,4,1,10,3,3,1,0
129,Ibicoara,0,0,0,0,0,1,1,0,0,0
130,Ibipitanga,0,0,0,0,0,4,0,0,0,0
131,Ibiquera,0,0,1,0,0,0,0,0,0,0
132,Ibirapitanga,1,0,0,0,0,0,1,0,0,0
133,Ibirataia,0,2,4,9,7,26,16,3,1,1
134,Ibitiara,0,1,2,2,1,3,9,1,0,0
135,Ibititá,0,0,1,1,2,3,3,0,1,0
136,Ibotirama,1,1,1,4,3,7,3,1,0,0
137,Ichu,3,2,0,5,3,11,16,8,1,0
138,Igaporã,0,0,1,0,3,2,3,1,3,0
139,Igrapiúna,0,0,0,0,0,0,0,1,0,0
140,Ilhéus,22,24,58,82,82,205,129,79,21,3
141,Inhambupe,0,0,0,0,0,5,0,0,3,0
142,Ipecaetá,0,0,0,0,1,0,1,0,0,0
143,Ipiaú,2,4,7,3,5,16,8,2,0,0
144,Ipirá,1,1,3,1,2,5,6,0,1,0
145,Ipupiara,0,0,0,0,0,1,1,0,0,0
146,Iramaia,1,1,2,2,0,2,3,2,1,0
147,Iraquara,0,0,0,1,0,0,0,0,0,0
148,Irará,1,2,1,2,4,11,9,4,1,0
149,Irecê,2,0,3,1,1,5,8,2,1,0
150,Itabela,4,6,6,3,7,11,3,5,3,0
151,Itaberaba,2,1,7,12,18,47,34,14,6,0
152,Itabuna,12,36,39,79,143,555,280,147,36,5
153,Itacaré,0,0,0,2,1,2,0,0,0,0
154,Itaeté,0,0,1,0,0,3,3,1,0,0
155,Itagi,1,0,0,2,6,10,4,2,2,0
156,Itagibá,0,1,1,2,2,6,4,2,3,0
157,Itaguaçu da Bahia,0,0,0,0,0,0,1,0,0,0
158,Itaju do Colônia,0,0,0,0,0,0,0,1,0,0
159,Itajuípe,0,1,4,6,5,11,10,7,3,0
160,Itamaraju,9,6,7,1,3,10,5,5,0,0
161,Itanhém,0,0,2,2,2,10,6,2,1,0
162,Itaparica,1,3,0,1,2,4,4,2,0,0
163,Itapé,1,2,0,2,3,1,2,2,0,0
164,Itapebi,1,0,3,3,6,7,3,0,1,0
165,Itapetinga,0,1,2,1,2,6,1,0,0,0
166,Itapicuru,0,1,0,0,2,3,3,0,0,0
167,Itapitanga,0,0,1,0,0,0,0,0,0,0
168,Itaquara,0,0,0,0,0,0,1,0,0,0
169,Itarantim,0,0,1,0,0,0,1,0,0,0
170,Itatim,1,2,3,1,1,2,1,1,0,0
171,Itiruçu,0,0,0,4,1,3,2,2,0,0
172,Itiúba,1,3,1,0,0,1,2,1,0,0
173,Itororó,0,0,0,0,1,0,1,0,0,0
174,Ituaçu,1,7,11,24,19,64,28,12,4,1
175,Ituberá,0,0,0,1,0,2,0,0,0,0
176,Iuiú,0,0,1,0,0,0,0,0,0,0
177,Jaborandi,0,0,0,0,0,5,4,0,1,0
178,Jacaraci,0,0,0,0,0,0,1,1,0,0
179,Jacobina,6,6,2,5,7,34,21,11,5,1
180,Jaguaquara,0,0,2,1,1,1,0,0,1,0
181,Jaguarari,6,1,3,7,7,10,4,2,1,0
182,Jaguaripe,0,0,1,1,2,7,5,3,1,0
183,Jandaíra,0,0,1,0,4,1,1,0,0,0
184,Jequié,9,11,16,35,47,128,66,22,2,1
185,Jeremoabo,0,0,0,0,1,0,2,0,1,0
186,Jiquiriçá,0,0,1,1,0,3,2,0,0,0
187,Jitaúna,0,0,0,1,1,1,0,0,0,0
188,João Dourado,0,0,0,0,0,1,0,0,0,0
189,Juazeiro,3,15,37,72,80,263,178,86,21,3
190,Jucuruçu,1,0,1,1,0,0,1,0,0,0
191,Jussara,0,1,1,0,1,2,1,2,0,0
192,Jussari,1,0,0,0,1,9,3,1,0,0
193,Jussiape,0,0,0,0,0,1,0,0,0,0
194,Lafaiete Coutinho,0,0,0,0,0,2,0,0,0,1
195,Lagoa Real,0,1,0,0,0,1,1,0,0,1
196,Laje,0,0,0,0,0,3,0,0,0,0
197,Lajedão,1,2,0,0,1,7,8,1,0,0
198,Lajedinho,0,0,2,0,0,3,0,0,0,0
199,Lamarão,0,0,0,0,3,2,2,0,0,0
200,Lapão,0,1,0,2,0,1,2,1,1,1
201,Lauro de Freitas,8,16,19,33,22,69,51,20,4,1
202,Lençóis,0,0,0,0,0,0,1,0,0,0
203,Livramento de Nossa Senhora,0,1,2,4,2,6,4,2,0,0
204,Luís Eduardo Magalhães,15,15,29,18,19,72,26,12,2,0
205,Macajuba,0,1,1,0,0,0,0,0,0,0
206,Macarani,0,0,0,0,1,1,3,0,0,0
207,Macaúbas,0,4,6,8,14,33,21,19,3,2
208,Madre de Deus,0,0,0,1,1,7,1,0,1,0
209,Maiquinique,0,0,1,0,0,1,0,0,0,0
210,Mairi,2,3,8,5,7,17,5,9,1,1
211,Manoel Vitorino,0,0,1,0,3,1,0,0,0,0
212,Maracás,0,2,0,0,6,8,8,0,1,0
213,Maragogipe,0,3,0,1,4,11,7,3,1,0
214,Maraú,1,0,1,0,0,2,1,0,0,0
215,Marcionílio Souza,0,0,0,0,0,0,0,1,0,0
216,Mascote,0,0,0,0,1,1,1,0,0,0
217,Mata de São João,0,1,0,2,0,14,9,4,1,0
218,Matina,0,1,1,1,2,5,4,3,0,0
219,Medeiros Neto,1,4,5,5,8,16,5,6,4,0
220,Miguel Calmon,0,0,1,1,4,5,8,7,2,0
221,Milagres,0,0,0,1,1,2,1,0,0,0
222,Mirangaba,0,0,0,0,2,0,2,0,0,0
223,Mirante,2,6,4,10,1,18,13,5,2,0
224,Monte Santo,2,1,5,1,7,16,20,6,5,1
225,Morpará,0,0,0,0,4,12,17,6,2,0
226,Morro do Chapéu,3,6,6,7,10,23,25,9,0,0
227,Mucugê,0,0,0,0,1,0,0,0,0,0
228,Mucuri,9,15,7,10,20,56,35,27,9,5
229,Mulungu do Morro,2,0,3,2,2,9,9,3,3,0
230,Mundo Novo,1,1,3,6,2,4,9,4,4,0
231,Muniz Ferreira,7,7,6,3,9,18,10,1,0,0
232,Muquém de São Francisco,0,1,0,1,3,4,2,0,0,0
233,Muritiba,2,2,4,17,17,67,33,17,6,0
234,Mutuípe,1,0,1,3,1,5,4,0,1,0
235,Nazaré,0,0,0,0,1,1,2,3,1,0
236,Nilo Peçanha,0,0,0,1,0,0,3,0,2,0
237,Nordestina,6,9,9,10,26,62,55,19,5,2
238,Nova Ibiá,1,0,2,2,6,11,4,10,1,0
239,Nova Redenção,0,0,0,0,0,0,2,1,0,0
240,Nova Soure,1,0,0,1,0,0,2,0,0,0
241,Nova Viçosa,0,2,4,1,9,19,10,4,4,0
242,Novo Horizonte,0,1,0,0,1,2,1,0,0,0
243,Novo Triunfo,0,1,0,0,0,0,0,0,0,0
244,Olindina,0,0,0,1,1,1,3,0,0,0
245,Ouriçangas,0,0,0,0,1,0,0,0,0,0
246,Ourolândia,2,5,9,12,7,22,13,8,1,0
247,Palmas de Monte Alto,0,0,0,0,0,1,0,0,0,0
248,Palmeiras,0,0,1,2,2,10,13,1,0,1
249,Paramirim,0,0,0,0,0,1,0,1,0,0
250,Paratinga,0,0,0,2,0,0,1,1,0,0
251,Paripiranga,1,1,1,1,3,1,2,1,0,0
252,Paulo Afonso,0,6,4,4,0,9,11,9,1,0
253,Pé de Serra,2,2,5,8,8,23,20,10,2,0
254,Pedrão,0,0,0,0,0,1,0,0,0,0
255,Pedro Alexandre,0,0,0,0,0,0,1,0,0,0
256,Pilão Arcado,0,0,0,0,1,0,0,0,0,0
257,Pindobaçu,1,2,5,10,8,14,11,7,2,1
258,Pintadas,3,5,11,19,13,37,32,18,6,2
259,Piripá,0,0,0,0,0,6,0,0,1,0
260,Piritiba,3,3,5,5,15,30,25,21,8,1
261,Planaltino,0,1,0,0,0,0,0,1,1,0
262,Planalto,0,0,0,0,0,0,1,0,0,0
263,Poções,0,1,0,0,1,6,3,1,0,0
264,Pojuca,0,2,1,1,5,11,9,1,0,0
265,Ponto Novo,1,1,2,1,5,7,3,0,1,0
266,Porto Seguro,5,12,13,20,25,73,41,17,5,0
267,Prado,0,1,0,0,0,2,0,0,1,0
268,Presidente Dutra,1,0,1,1,1,7,1,1,1,0
269,Presidente Jânio Quadros,0,0,1,1,0,1,0,1,1,0
270,Presidente Tancredo Neves,2,0,0,2,0,5,1,1,0,0
271,Queimadas,0,0,0,0,0,0,3,0,0,0
272,Quijingue,0,0,4,7,5,12,9,4,2,2
273,Quixabeira,0,0,0,0,0,1,0,0,0,0
274,Rafael Jambeiro,0,1,1,1,0,7,0,1,1,0
275,Remanso,3,7,9,14,17,52,28,14,9,0
276,Retirolândia,1,0,0,0,1,2,2,0,0,0
277,Riachão das Neves,2,4,1,2,1,20,16,4,1,1
278,Riachão do Jacuípe,5,2,6,9,9,10,15,7,6,1
279,Riacho de Santana,1,0,0,0,2,6,2,3,1,0
280,Ribeira do Pombal,0,0,3,1,2,5,10,3,2,0
281,Rio de Contas,0,1,0,1,0,1,0,0,0,0
282,Rio do Antônio,0,0,0,1,0,0,2,0,0,0
283,Rio Real,3,5,5,9,16,32,22,8,5,0
284,Ruy Barbosa,3,1,0,6,5,9,20,2,2,0
285,Salinas da Margarida,0,0,0,0,1,0,0,0,0,0
286,Salvador,142,274,373,567,889,3009,1689,700,154,24
287,Santa Bárbara,0,1,0,1,3,2,1,0,0,0
288,Santa Cruz Cabrália,0,0,0,1,0,1,0,0,0,0
289,Santa Maria da Vitória,0,1,0,1,2,3,4,1,0,1
290,Santa Rita de Cássia,0,0,0,0,0,2,3,2,1,0
291,Santa Teresinha,0,1,0,1,2,2,1,0,0,0
292,Santaluz,1,2,3,5,8,15,7,2,1,0
293,Santana,0,1,2,1,0,0,0,2,1,0
294,Santo Amaro,0,0,1,0,0,4,1,3,0,0
295,Santo Antônio de Jesus,4,7,1,4,4,36,14,7,2,0
296,Santo Estêvão,1,2,1,3,0,0,2,1,0,0
297,São Desidério,1,5,6,6,5,27,16,7,0,0
298,São Domingos,0,0,0,0,0,4,2,0,0,0
299,São Felipe,0,2,1,3,3,13,6,3,1,0
300,São Félix,1,1,2,1,0,3,1,1,1,0
301,São Félix do Coribe,0,0,0,2,2,3,1,1,0,0
302,São Francisco do Conde,1,1,3,3,10,18,13,9,1,0
303,São Gabriel,0,1,0,0,0,2,1,1,0,0
304,São Gonçalo dos Campos,1,4,3,2,4,29,16,6,2,0
305,São José da Vitória,0,0,1,2,0,6,7,4,1,1
306,São José do Jacuípe,0,0,0,0,1,2,0,0,0,0
307,São Miguel das Matas,0,0,0,0,1,0,0,0,0,0
308,São Sebastião do Passé,3,5,6,7,10,35,15,12,3,0
309,Sapeaçu,0,4,3,5,4,11,6,1,0,0
310,Sátiro Dias,0,0,0,0,0,2,1,0,1,0
311,Saubara,0,0,0,0,0,0,1,0,0,0
312,Saúde,0,0,1,0,4,4,3,0,0,0
313,Seabra,0,3,0,11,14,42,26,4,4,0
314,Sebastião Laranjeiras,0,0,2,0,0,3,1,0,0,1
315,Senhor do Bonfim,6,15,8,16,14,41,30,12,3,1
316,Sento Sé,2,2,4,5,5,27,18,7,5,0
317,Serra do Ramalho,0,0,1,0,0,0,0,0,0,0
318,Serra Dourada,0,0,0,0,0,3,1,0,0,1
319,Serrinha,7,8,17,17,28,104,55,21,9,1
320,Serrolândia,1,3,4,4,4,9,14,2,2,1
321,Simões Filho,2,14,11,9,8,46,43,17,1,0
322,Sítio do Quinto,0,0,2,4,1,2,1,0,0,0
323,Sobradinho,2,1,1,0,2,9,7,0,0,0
324,Souto Soares,0,0,0,0,0,0,0,1,0,1
325,Tabocas do Brejo Velho,0,0,0,0,0,0,1,0,0,0
326,Tanhaçu,0,1,2,6,4,11,8,5,1,0
327,Tanque Novo,1,0,2,2,1,4,2,0,1,0
328,Tanquinho,0,0,0,0,0,0,1,0,0,0
329,Taperoá,2,0,1,0,0,2,1,0,0,0
330,Tapiramutá,0,3,4,2,1,8,4,5,2,0
331,Teixeira de Freitas,8,22,34,30,73,176,83,44,19,2
332,Teodoro Sampaio,0,0,0,2,1,12,4,2,1,0
333,Teofilândia,2,1,2,6,0,3,5,4,3,0
334,Teolândia,0,0,1,4,1,0,0,1,0,0
335,Terra Nova,0,0,1,2,1,3,4,1,1,0
336,Tremedal,0,0,0,0,0,2,2,0,0,0
337,Tucano,1,2,5,4,6,19,7,2,1,0
338,Uauá,1,1,3,4,5,8,3,6,3,2
339,Ubaíra,1,0,0,0,2,2,0,0,1,0
340,Ubaitaba,0,0,0,0,0,6,0,0,0,0
341,Ubatã,1,1,0,1,2,6,2,2,1,0
342,Uibaí,0,0,3,2,2,12,9,5,2,0
343,Umburanas,1,4,3,0,0,5,2,2,0,0
344,Una,1,2,0,1,2,12,3,5,1,0
345,Urandi,0,0,0,1,0,0,0,0,0,0
346,Uruçuca,0,0,7,1,1,7,2,3,0,0
347,Utinga,0,0,2,3,1,2,2,2,0,0
348,Valença,11,7,7,6,6,36,24,9,5,1
349,Valente,2,0,1,4,6,14,11,2,1,0
350,Várzea da Roça,0,0,0,0,0,0,2,1,0,0
351,Várzea do Poço,0,0,0,1,0,0,1,1,0,0
352,Várzea Nova,0,0,3,2,1,1,5,1,0,0
353,Varzedo,0,0,0,0,0,1,1,0,0,0
354,Vera Cruz,6,12,6,9,12,49,40,10,4,4
355,Vitória da Conquista,8,4,7,10,21,60,48,33,9,4
356,Wagner,0,0,1,2,2,7,0,0,0,0
357,Wanderley,0,1,1,0,1,2,4,0,0,0
358,Wenceslau Guimarães,0,1,0,0,0,0,2,1,0,0
359,Xique-Xique,1,0,1,0,4,2,4,3,0,0
