,Município,Em Branco,Ignorado,Masculino,Feminino
0,Abaíra,0,0,0,1
1,Abaré,0,0,1,3
2,Acajutiba,0,0,6,22
3,Adustina,0,0,44,75
4,Água Fria,0,0,8,6
5,Aiquara,0,0,6,9
6,Alagoinhas,0,0,68,86
7,Alcobaça,0,0,16,11
8,Almadina,0,0,1,1
9,Amargosa,0,0,12,17
10,Amélia Rodrigues,0,0,16,8
11,América Dourada,0,0,32,57
12,Anagé,0,0,1,7
13,Andaraí,0,0,10,17
14,Andorinha,0,0,7,5
15,Angical,0,0,34,50
16,Anguera,0,0,14,19
17,Antas,0,0,12,8
18,Antônio Cardoso,0,0,21,30
19,Antônio Gonçalves,0,0,11,19
20,Aporá,0,0,4,4
21,Apuarema,0,0,35,42
22,Araças,0,0,26,26
23,Aracatu,0,0,7,2
24,Araci,0,0,19,28
25,Arataca,0,0,5,3
26,Aurelino Leal,0,0,0,2
27,Baianópolis,0,0,16,21
28,Baixa Grande,0,0,107,213
29,Banzaê,0,0,6,11
30,Barra,0,0,42,56
31,Barra da Estiva,0,0,5,2
32,Barra do Choça,0,0,9,10
33,Barra do Mendes,0,0,93,114
34,Barra do Rocha,0,0,7,7
35,Barreiras,0,0,1696,1864
36,Barro Alto,0,0,2,4
37,Barro Preto,0,0,3,1
38,Barrocas,0,0,33,36
39,Belmonte,0,0,3,3
40,Belo Campo,0,0,14,20
41,Biritinga,0,0,8,9
42,Boa Nova,0,0,39,65
43,Boa Vista do Tupim,0,0,23,35
44,Bom Jesus da Lapa,0,0,268,481
45,Bom Jesus da Serra,0,0,0,2
46,Boninal,0,0,2,5
47,Bonito,0,0,9,9
48,Boquira,0,0,10,27
49,Botuporã,0,0,48,62
50,Brejões,0,0,11,17
51,Brejolândia,0,0,3,3
52,Brotas de Macaúbas,0,0,4,7
53,Brumado,0,0,48,46
54,Buerarema,0,0,21,29
55,Buritirama,0,0,6,16
56,Caatiba,0,0,0,1
57,Cabaceiras do Paraguaçu,0,0,5,5
58,Cachoeira,0,0,13,8
59,Caculé,0,0,2,2
60,Caém,0,0,6,7
61,Caetanos,0,0,4,1
62,Caetité,0,0,12,16
63,Cafarnaum,0,0,58,80
64,Cairu,0,1,15,15
65,Caldeirão Grande,0,0,8,9
66,Camacan,0,0,20,24
67,Camaçari,0,0,217,257
68,Camamu,0,0,1,0
69,Campo Alegre de Lourdes,0,0,102,203
70,Campo Formoso,0,0,59,78
71,Canarana,0,0,20,31
72,Canavieiras,0,0,36,41
73,Candeal,0,0,26,57
74,Candeias,0,0,34,48
75,Candiba,0,0,4,0
76,Cândido Sales,0,0,76,132
77,Cansanção,0,0,9,16
78,Canudos,0,0,3,6
79,Capela do Alto Alegre,0,0,3,2
80,Capim Grosso,0,0,44,67
81,Caraíbas,0,0,0,4
82,Caravelas,0,0,25,40
83,Cardeal da Silva,0,0,26,44
84,Carinhanha,0,0,7,14
85,Casa Nova,0,0,329,450
86,Castro Alves,0,0,26,24
87,Catolândia,0,0,4,2
88,Catu,0,0,32,30
89,Caturama,0,0,11,16
90,Central,0,0,74,90
91,Chorrochó,0,0,4,20
92,Cícero Dantas,0,0,29,48
93,Cipó,0,0,23,33
94,Coaraci,0,0,5,11
95,Cocos,0,0,4,1
96,Conceição da Feira,0,0,32,29
97,Conceição do Almeida,0,0,1,5
98,Conceição do Coité,0,0,51,62
99,Conceição do Jacuípe,0,0,45,48
100,Conde,0,0,7,15
101,Condeúba,0,0,1,0
102,Contendas do Sincorá,0,0,3,1
103,Coração de Maria,0,0,11,12
104,Cordeiros,0,0,16,24
105,Coribe,0,0,15,30
106,Coronel João Sá,0,0,24,36
107,Correntina,0,0,77,109
108,Cotegipe,0,0,150,208
109,Cravolândia,0,0,0,1
110,Cristópolis,0,0,145,160
111,Cruz das Almas,0,0,32,43
112,Curaçá,0,0,9,10
113,Dário Meira,0,0,1,5
114,Dias d'Ávila,0,0,31,35
115,Dom Basílio,0,0,0,1
116,Dom Macedo Costa,0,0,8,25
117,Elísio Medrado,0,0,4,1
118,Encruzilhada,0,0,42,60
119,Entre Rios,0,0,11,11
120,Érico Cardoso,0,0,0,6
121,Esplanada,0,0,29,25
122,Euclides da Cunha,0,0,47,73
123,Eunápolis,0,0,431,439
124,Fátima,0,0,55,79
125,Feira da Mata,0,0,19,23
126,Feira de Santana,0,0,2234,2462
127,Filadélfia,0,0,13,18
128,Firmino Alves,0,0,4,2
129,Floresta Azul,0,0,13,7
130,Formosa do Rio Preto,0,0,115,168
131,Gandu,0,0,14,16
132,Gavião,0,0,4,5
133,Gentio do Ouro,0,0,171,271
134,Glória,0,0,46,70
135,Gongogi,0,0,16,14
136,Governador Mangabeira,0,0,1,6
137,Guajeru,0,0,1,0
138,Guanambi,0,0,385,432
139,Guaratinga,0,0,4,2
140,Heliópolis,0,0,15,13
141,Iaçu,0,0,8,8
142,Ibiassucê,0,0,43,95
143,Ibicaraí,0,0,11,7
144,Ibicoara,0,0,6,14
145,Ibicuí,0,0,2,0
146,Ibipeba,0,0,74,84
147,Ibipitanga,0,0,39,68
148,Ibiquera,0,0,7,11
149,Ibirapitanga,0,0,0,3
150,Ibirapuã,0,0,1,2
151,Ibirataia,0,0,28,27
152,Ibitiara,0,0,14,26
153,Ibititá,0,0,62,78
154,Ibotirama,0,0,17,21
155,Ichu,0,0,97,134
156,Igaporã,0,0,21,20
157,Iguaí,0,0,9,6
158,Ilhéus,0,0,812,964
159,Inhambupe,0,0,13,18
160,Ipecaetá,0,0,1,1
161,Ipiaú,0,0,84,65
162,Ipirá,0,0,16,17
163,Ipupiara,0,0,30,40
164,Iramaia,0,0,8,15
165,Iraquara,0,0,9,12
166,Irará,0,0,32,68
167,Irecê,0,0,885,1232
168,Itabela,0,0,67,69
169,Itaberaba,0,0,15,19
170,Itabuna,0,1,307,309
171,Itacaré,0,0,48,51
172,Itaeté,0,1,41,62
173,Itagi,0,0,71,99
174,Itagibá,0,0,28,23
175,Itagimirim,0,0,6,1
176,Itaguaçu da Bahia,0,0,117,221
177,Itaju do Colônia,0,0,1,0
178,Itajuípe,0,0,38,44
179,Itamaraju,0,0,46,41
180,Itamari,0,0,11,9
181,Itambé,0,0,10,8
182,Itanhém,0,0,40,45
183,Itaparica,0,0,5,2
184,Itapé,0,0,1,1
185,Itapebi,0,0,9,13
186,Itapetinga,0,0,34,44
187,Itapicuru,0,0,13,19
188,Itapitanga,0,0,14,10
189,Itaquara,0,0,20,20
190,Itarantim,0,0,0,1
191,Itatim,0,0,19,25
192,Itiruçu,0,0,6,10
